"","year","id.sector","sector","labour"
"151",2018,46,"Real Estate",14778.2406662775
"152",2018,47,"Jasa Perusahaan",27476.2293785395
"153",2018,48,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",100619.607428858
"154",2018,49,"Jasa Pendidikan",161724.843084941
"155",2018,50,"Jasa Kesehatan dan Kegiatan Sosial",188274.971948672
"156",2018,51,"Jasa lainnya",38569.7497402165
"157",2018,52,"Lainnya",687.628271168676
"158",2019,1,"Tanaman Pangan",66929.4205067528
"159",2019,2,"Tanaman Hortikultura",47441.2089555759
"160",2019,3,"Perkebunan",50331.6828773167
"161",2019,4,"Peternakan",218774.107972654
"162",2019,5,"Jasa Pertanian, dan Perburuan",0
"163",2019,6,"Kehutanan dan Penebangan Kayu",825.328714915428
"164",2019,7,"Perikanan",64406.0295038548
"165",2019,8,"Pertambangan Minyak, Gas dan Panas Bumi",95425.7492542354
"166",2019,9,"Pertambangan Bijih Logam",3793.59508190207
"167",2019,10,"Pertambangan dan Penggalian Lainnya",27645.4742336481
"168",2019,11,"Industri Batubara dan Pengilangan Migas",1717149.32582217
"169",2019,12,"Industri Makanan dan Minuman",730801.253355592
"170",2019,13,"Pengolahan Tembakau",21646.9510139072
"171",2019,14,"Industri Tekstil dan Pakaian Jadi",1368794.95902177
"172",2019,15,"Industri Kulit, Barang dari Kulit dan Alas Kaki",172837.696296148
"173",2019,16,"Industri Kayu, Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya",268799.482887957
"174",2019,17,"Industri Kertas dan Barang dari Kertas, Percetakan dan Reproduksi Media Rekaman",293776.921451175
"175",2019,18,"Industri Kimia, Farmasi dan Obat Tradisional",1094653.32464659
"176",2019,19,"Industri Karet, Barang dari Karet dan Plastik",374114.591201001
"177",2019,20,"Industri Barang Galian bukan Logam",145533.778740053
"178",2019,21,"Industri Logam Dasar",262770.572260254
"179",2019,22,"Industri Barang dari Logam, Komputer, Barang Elektronik, Optik dan Peralatan Listrik",8893287.94253386
"180",2019,23,"Industri Mesin dan Perlengkapan YTDL",1809812.23007629
"181",2019,24,"Industri Alat Angkutan",1497423.47799177
"182",2019,25,"Industri Furnitur",80030.1466932828
"183",2019,26,"Industri pengolahan lainnya, jasa reparasi dan pemasangan mesin dan peralatan",148395.080978126
"184",2019,27,"Ketenagalistrikan",347691.916953108
"185",2019,28,"Pengadaan Gas dan Produksi Es",8840.37690699305
"186",2019,29,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",18980.1290236516
"187",2019,30,"Konstruksi",1535722.86270125
"188",2019,31,"Perdagangan Mobil, Sepeda Motor dan Reparasinya",110290.17475738
"189",2019,32,"Perdagangan Besar dan Eceran, Bukan Mobil dan Sepeda Motor",1191083.08294571
"190",2019,33,"Angkutan Rel",57499.5231667247
"191",2019,34,"Angkutan Darat",877777.838609474
"192",2019,35,"Angkutan Laut",8774.7402479953
"193",2019,36,"Angkutan Sungai Danau dan Penyeberangan",8.50838958608042
"194",2019,37,"Angkutan Udara",151012.065944488
"195",2019,38,"Pergudangan dan Jasa Penunjang Angkutan, Pos dan Kurir",10771.8166081267
"196",2019,39,"Penyediaan Akomodasi",28762.524491366
"197",2019,40,"Penyediaan Makan Minum",330221.444449303
"198",2019,41,"Informasi dan Komunikasi",96795.6243894251
"199",2019,42,"Jasa Perantara Keuangan",65734.5780183569
"200",2019,43,"Asuransi dan Dana Pensiun",6818.99001344786
"201",2019,44,"Jasa Keuangan Lainnya",7201.87456762379
"202",2019,45,"Jasa Penunjang Keuangan",1132.85183959102
"203",2019,46,"Real Estate",15517.1526995913
"204",2019,47,"Jasa Perusahaan",28850.0408474665
"205",2019,48,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",105650.587800301
"206",2019,49,"Jasa Pendidikan",169811.085239188
"207",2019,50,"Jasa Kesehatan dan Kegiatan Sosial",197688.720546106
"208",2019,51,"Jasa lainnya",40498.2372272273
"209",2019,52,"Lainnya",722.00968472711
"210",2020,1,"Tanaman Pangan",70275.8915320904
"211",2020,2,"Tanaman Hortikultura",49813.2694033548
"212",2020,3,"Perkebunan",52848.2670211826
"213",2020,4,"Peternakan",229712.813371287
"214",2020,5,"Jasa Pertanian, dan Perburuan",0
"215",2020,6,"Kehutanan dan Penebangan Kayu",866.595150661199
"216",2020,7,"Perikanan",67626.3309790476
"217",2020,8,"Pertambangan Minyak, Gas dan Panas Bumi",100197.036716947
"218",2020,9,"Pertambangan Bijih Logam",3983.27483599717
"219",2020,10,"Pertambangan dan Penggalian Lainnya",29027.7479453304
"220",2020,11,"Industri Batubara dan Pengilangan Migas",1803006.79211328
"221",2020,12,"Industri Makanan dan Minuman",767341.316023372
"222",2020,13,"Pengolahan Tembakau",22729.2985646026
"223",2020,14,"Industri Tekstil dan Pakaian Jadi",1437234.70697286
"224",2020,15,"Industri Kulit, Barang dari Kulit dan Alas Kaki",181479.581110955
"225",2020,16,"Industri Kayu, Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya",282239.457032355
"226",2020,17,"Industri Kertas dan Barang dari Kertas, Percetakan dan Reproduksi Media Rekaman",308465.767523734
"227",2020,18,"Industri Kimia, Farmasi dan Obat Tradisional",1149385.99087892
"228",2020,19,"Industri Karet, Barang dari Karet dan Plastik",392820.320761051
"229",2020,20,"Industri Barang Galian bukan Logam",152810.467677056
"230",2020,21,"Industri Logam Dasar",275909.100873266
"231",2020,22,"Industri Barang dari Logam, Komputer, Barang Elektronik, Optik dan Peralatan Listrik",9337952.33966056
"232",2020,23,"Industri Mesin dan Perlengkapan YTDL",1900302.8415801
"233",2020,24,"Industri Alat Angkutan",1572294.65189136
"234",2020,25,"Industri Furnitur",84031.6540279469
"235",2020,26,"Industri pengolahan lainnya, jasa reparasi dan pemasangan mesin dan peralatan",155814.835027032
"236",2020,27,"Ketenagalistrikan",365076.512800764
"237",2020,28,"Pengadaan Gas dan Produksi Es",9282.39575234271
"238",2020,29,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",19929.1354748342
"239",2020,30,"Konstruksi",1612509.00583631
"240",2020,31,"Perdagangan Mobil, Sepeda Motor dan Reparasinya",115804.683495249
"241",2020,32,"Perdagangan Besar dan Eceran, Bukan Mobil dan Sepeda Motor",1250637.237093
"242",2020,33,"Angkutan Rel",60374.4993250609
"243",2020,34,"Angkutan Darat",921666.730539948
"244",2020,35,"Angkutan Laut",9213.47726039507
