,Year,TotalEmission,CummulativeEmission,ResultTotalGDP,CummulativeGDP,EmissionIntensity,CummulativeEmissionIntensity,ID,ScenarioName
1858,2019,-210857.1081,-391978.7467,54104.62986,634986.6089,-3.897210065,-0.002595329,combination2.70,
1859,2020,-321404.1056,-713382.8523,54104.62986,689091.2388,-5.940417786,-0.004194064,combination2.70,
1860,2021,-409837.7828,-1123220.635,53216.88135,742308.1201,-7.701273965,-0.006116251,combination2.70,
1861,2022,-482204.0705,-1605424.706,53216.88135,795525.0015,-9.061111029,-0.008248536,combination2.70,
1862,2023,-539593.1979,-2145017.904,53216.88135,848741.8828,-10.13951183,-0.010497053,combination2.70,
1863,2024,-582539.0697,-2727556.973,50456.95022,899198.8331,-11.54526913,-0.012782785,combination2.70,
1864,2025,-621643.9706,-3349200.944,50282.80425,949481.6373,-12.3629535,-0.015078277,combination2.70,
1865,2026,-652830.7434,-4002031.687,50165.26438,999646.9017,-13.01360117,-0.017345319,combination2.70,
1866,2027,-667094.6424,-4669126.33,49591.1322,1049238.034,-13.45189377,-0.019522343,combination2.70,
1867,2028,-685283.2626,-5354409.592,39941.2021,1089179.236,-17.1573019,-0.021621369,combination2.70,
1868,2029,-712644.9515,-6067054.544,39450.01782,1128629.254,-18.06450265,-0.023669582,combination2.70,
1869,2030,-722001.0075,-6789055.551,37874.1072,1166503.361,-19.06318224,-0.025615267,combination2.70,
1870,2010,-83023.94359,-83023.94359,58659.32733,58659.32733,-1.415357921,-0.000716347,combination2.71,
1871,2011,1241.871506,-81782.07208,57462.31466,116121.642,0.02161193,-0.000725353,combination2.71,
1872,2012,-1125.814566,-82907.88665,57321.73806,173443.38,-0.019640273,-0.00075171,combination2.71,
1873,2013,-2035.341998,-84943.22864,57312.78913,230756.1692,-0.035512876,-0.000783184,combination2.71,
1874,2014,-2877.801291,-87821.02994,57312.78913,288068.9583,-0.050212201,-0.000818717,combination2.71,
1875,2015,-2263.674142,-90084.70408,54153.97735,342222.9357,-0.0418007,-0.000847497,combination2.71,
1876,2016,-11790.95026,-101875.6543,54153.97735,396376.913,-0.217730088,-0.000933415,combination2.71,
1877,2017,-16826.12241,-118701.7768,54153.97735,450530.8904,-0.310708894,-0.00104412,combination2.71,
1878,2018,-20986.14546,-139687.9222,54153.97735,504684.8677,-0.387527315,-0.00117182,combination2.71,
1879,2019,-203959.4581,-343647.3803,54153.97735,558838.8451,-3.766287688,-0.002249391,combination2.71,
1880,2020,-314514.0712,-658161.4516,54153.97735,612992.8224,-5.807774177,-0.003814082,combination2.71,
1881,2021,-402955.3648,-1061116.816,53266.22883,666259.0512,-7.564931358,-0.005704158,combination2.71,
1882,2022,-475329.2694,-1536446.086,53266.22883,719525.2801,-8.923651624,-0.007806177,combination2.71,
1883,2023,-532726.0143,-2069172.1,53266.22883,772791.5089,-10.00119637,-0.01002619,combination2.71,
1884,2024,-575680.1971,-2644852.297,50506.29771,823297.8066,-11.39818643,-0.012285104,combination2.71,
1885,2025,-614792.7165,-3259645.014,50332.15173,873629.9583,-12.21471158,-0.01455538,combination2.71,
1886,2026,-645987.1082,-3905632.122,50214.61186,923844.5702,-12.86452457,-0.01679873,combination2.71,
1887,2027,-660258.6267,-4565890.749,49640.47968,973485.0499,-13.30081077,-0.018953511,combination2.71,
1888,2028,-678454.8666,-5244345.615,39990.54958,1013475.599,-16.96537991,-0.021031672,combination2.71,
1889,2029,-705824.8686,-5950170.484,39499.36531,1052974.965,-17.86927114,-0.023060328,combination2.71,
1890,2030,-715188.5449,-6665359.029,37923.45468,1090898.419,-18.85873929,-0.024987694,combination2.71,
1891,2010,-98026.7355,-98026.7355,79502.77138,79502.77138,-1.232997716,-0.000849356,combination2.72,
1892,2011,3664.081347,-94362.65415,75935.69482,155438.4662,0.048252424,-0.000845115,combination2.72,
1893,2012,-1834.083362,-96196.73751,70335.78895,225774.2551,-0.026076104,-0.000880891,combination2.72,
1894,2013,-4241.816899,-100438.5544,64867.51075,290641.7659,-0.06539201,-0.000930499,combination2.72,
1895,2014,-8265.459775,-108704.0142,64867.51075,355509.2767,-0.127420641,-0.001005034,combination2.72,
1896,2015,-8284.734759,-116988.7489,61708.69898,417217.9756,-0.134255541,-0.001074927,combination2.72,
1897,2016,-12966.04409,-129954.793,53879.56731,471097.5429,-0.240648631,-0.001168023,combination2.72,
1898,2017,-23781.24063,-153736.0337,53879.56731,524977.1102,-0.441377721,-0.00131929,combination2.72,
1899,2018,-27941.68673,-181677.7204,53879.56731,578856.6776,-0.518595232,-0.001485389,combination2.72,
1900,2019,-210915.3978,-392593.1182,53879.56731,632736.2449,-3.914571114,-0.002599281,combination2.72,
1901,2020,-321470.3863,-714063.5046,53879.56731,686615.8122,-5.966461915,-0.0041983,combination2.72,
1902,2021,-409912.0337,-1123975.538,52991.81879,739607.631,-7.735383367,-0.006120795,combination2.72,
1903,2022,-482286.2719,-1606261.81,52991.81879,792599.4497,-9.101145854,-0.008253404,combination2.72,
1904,2023,-539683.3315,-2145945.142,52991.81879,845591.2685,-10.18427644,-0.010502259,combination2.72,
1905,2024,-582637.8112,-2728582.953,50231.88767,895823.1562,-11.59896309,-0.012788345,combination2.72,
1906,2025,-621750.611,-3350333.564,50057.74169,945880.8979,-12.42066841,-0.015084199,combination2.72,
1907,2026,-652945.2677,-4003278.831,49940.20182,995821.0997,-13.07454203,-0.017351609,combination2.72,
1908,2027,-667217.0365,-4670495.868,49366.06964,1045187.169,-13.51570099,-0.019529004,combination2.72,
1909,2028,-685413.5132,-5355909.381,39716.13954,1084903.309,-17.25780806,-0.021628403,combination2.72,
1910,2029,-712783.7394,-6068693.121,39224.95527,1124128.264,-18.1716903,-0.023676991,combination2.72,
1911,2030,-722147.628,-6790840.749,37649.04464,1161777.309,-19.1810346,-0.025623048,combination2.72,
1912,2010,-96287.19795,-96287.19795,78410.41019,78410.41019,-1.227989979,-0.000834393,combination2.73,
1913,2011,2766.270426,-93520.92753,76040.86928,154451.2795,0.036378732,-0.000837351,combination2.73,
1914,2012,-1101.035094,-94621.96262,70572.59108,225023.8705,-0.015601455,-0.000867636,combination2.73,
1915,2013,-3343.800325,-97965.76294,65104.31289,290128.1834,-0.051360658,-0.000910833,combination2.73,
1916,2014,-7276.127087,-105241.89,65104.31289,355232.4963,-0.111761061,-0.000978655,combination2.73,
1917,2015,-7203.423911,-112445.3139,61945.50111,417177.9974,-0.116286474,-0.001041578,combination2.73,
1918,2016,-11792.78412,-124238.0981,54116.36944,471294.3669,-0.217915286,-0.001127498,combination2.73,
1919,2017,-22516.05875,-146754.1568,54116.36944,525410.7363,-0.41606743,-0.001271429,combination2.73,
1920,2018,-26585.30147,-173339.4583,54116.36944,579527.1058,-0.491261734,-0.001430079,combination2.73,
1921,2019,-209467.1401,-382806.5984,54116.36944,633643.4752,-3.870679838,-0.002536445,combination2.73,
1922,2020,-319930.2786,-702736.877,54116.36944,687759.8447,-5.911894716,-0.004127898,combination2.73,
1923,2021,-408288.699,-1111025.576,53247.42488,741007.2695,-7.667764214,-0.006042861,combination2.73,
1924,2022,-480607.7106,-1591633.287,53247.42488,794254.6944,-9.025933398,-0.008168121,combination2.73,
1925,2023,-537959.4104,-2129592.697,53247.42488,847502.1193,-10.10301271,-0.01040986,combination2.73,
1926,2024,-580867.8548,-2710460.552,50487.49376,897989.613,-11.505183,-0.01268906,combination2.73,
1927,2025,-619934.6357,-3330395.187,50313.34778,948302.9608,-12.32147458,-0.014978264,combination2.73,
1928,2026,-651083.2887,-3981478.476,50195.80791,998498.7687,-12.9708698,-0.017239258,combination2.73,
1929,2027,-665309.0683,-4646787.544,49621.67573,1048120.444,-13.40763,-0.019410474,combination2.73,
1930,2028,-683459.5692,-5330247.114,39971.74563,1088092.19,-17.09856696,-0.02150393,combination2.73,
1931,2029,-710783.8321,-6041030.946,39480.56136,1127572.751,-18.00338718,-0.023546808,combination2.73,
1932,2030,-720101.7693,-6761132.715,37904.65073,1165477.402,-18.99771546,-0.025487387,combination2.73,
1933,2010,-91087.49192,-91087.49192,74257.05808,74257.05808,-1.226650965,-0.000789358,combination2.74,
1934,2011,3664.409053,-87423.08287,70690.24301,144947.3011,0.051837551,-0.000783388,combination2.74,
1935,2012,-1600.763446,-89023.84632,65090.33714,210037.6382,-0.024592951,-0.000815763,combination2.74,
1936,2013,-3774.785086,-92798.6314,59622.05895,269659.6972,-0.063311887,-0.000860464,combination2.74,
1937,2014,-7564.554586,-100363.186,59622.05895,329281.7561,-0.126875098,-0.00092875,combination2.74,
1938,2015,-7349.811576,-107712.9976,56463.24717,385745.0033,-0.130169835,-0.000991202,combination2.74,
1939,2016,-11796.9728,-119509.9704,48634.1155,434379.1188,-0.242565793,-0.001075809,combination2.74,
1940,2017,-22377.90456,-141887.8749,48634.1155,483013.2343,-0.460127717,-0.001217676,combination2.74,
1941,2018,-26303.98247,-168191.8574,48634.1155,531647.3498,-0.540854546,-0.001373591,combination2.74,
1942,2019,-209043.2329,-377235.0903,48634.1155,580281.4653,-4.298283844,-0.002476631,combination2.74,
1943,2020,-319363.6785,-696598.7688,48634.1155,628915.5808,-6.56665954,-0.004064245,combination2.74,
1944,2021,-407570.7102,-1104169.479,47746.36698,676661.9478,-8.536161723,-0.00597488,combination2.74,
1945,2022,-479710.2676,-1583879.747,47746.36698,724408.3148,-10.04705275,-0.008095272,combination2.74,
1946,2023,-536872.59,-2120752.337,47746.36698,772154.6817,-11.24426054,-0.01033164,combination2.74,
1947,2024,-582193.4617,-2702945.798,47746.36698,819901.0487,-12.19346096,-0.012615625,combination2.74,
1948,2025,-618479.4232,-3321425.221,47572.221,867473.2697,-13.00085239,-0.014899097,combination2.74,
1949,2026,-649556.5136,-3970981.735,47454.68113,914927.9509,-13.68793337,-0.017154454,combination2.74,
1950,2027,-663710.7066,-4634692.442,46880.54895,961808.4998,-14.15748581,-0.01932014,combination2.74,
1951,2028,-681789.6009,-5316482.043,37230.61885,999039.1187,-18.31260457,-0.021408186,combination2.74,
1952,2029,-709042.2396,-6025524.282,36739.43458,1035778.553,-19.2992148,-0.023445782,combination2.74,
1953,2030,-718288.5366,-6743812.819,35163.52395,1070942.077,-20.42709194,-0.025381217,combination2.74,
1954,2010,-116075.4174,-116075.4174,78794.54148,78794.54148,-1.473140337,-0.001000412,combination2.75,
1955,2011,5193.942769,-110881.4746,75227.7264,154022.2679,0.069042932,-0.000983728,combination2.75,
1956,2012,-328.4778506,-111209.9525,69627.82053,223650.0884,-0.004717624,-0.001007854,combination2.75,
1957,2013,-2750.627544,-113960.58,64159.54234,287809.6308,-0.042871683,-0.001046495,combination2.75,
1958,2014,-6780.130804,-120740.7108,64159.54234,351969.1731,-0.105676109,-0.001110656,combination2.75,
1959,2015,-6797.395241,-127538.1061,61000.73056,412969.9037,-0.111431374,-0.001170694,combination2.75,
1960,2016,-11469.45311,-139007.5592,53171.5989,466141.5026,-0.21570638,-0.00125439,combination2.75,
1961,2017,-22268.73688,-161276.2961,53171.5989,519313.1015,-0.418808863,-0.00139666,combination2.75,
1962,2018,-26407.14215,-187683.4382,53171.5989,572484.7004,-0.496639986,-0.001554122,combination2.75,
1963,2019,-209353.1747,-397036.613,53171.5989,625656.2992,-3.937312006,-0.002659701,combination2.75,
1964,2020,-319875.2983,-716911.9113,53171.5989,678827.8981,-6.015905201,-0.004250703,combination2.75,
1965,2021,-408279.3095,-1125191.221,52283.85038,731111.7485,-7.808899048,-0.006165451,combination2.75,
1966,2022,-480611.5221,-1605802.743,52283.85038,783395.5989,-9.192351341,-0.008290567,combination2.75,
1967,2023,-537962.518,-2143765.261,52283.85038,835679.4493,-10.28926741,-0.010532168,combination2.75,
1968,2024,-580867.2188,-2724632.48,49523.91926,885203.3685,-11.72902362,-0.012811225,combination2.75,
1969,2025,-619926.8237,-3344559.303,49349.77328,934553.1418,-12.56189811,-0.015100269,combination2.75,
1970,2026,-651065.1413,-3995624.445,49232.23341,983785.3752,-13.22436738,-0.017361077,combination2.75,
1971,2027,-665277.6786,-4660902.123,48658.10123,1032443.476,-13.67249568,-0.019532076,combination2.75,
1972,2028,-683412.2629,-5344314.386,39008.17113,1071451.648,-17.51972069,-0.021625279,combination2.75,
1973,2029,-708782.6559,-6053097.042,39008.17113,1110459.819,-18.17010732,-0.023662368,combination2.75,
1974,2030,-720207.2544,-6773304.297,37432.2605,1147892.079,-19.24028217,-0.025603185,combination2.75,
1975,2010,-97629.59482,-97629.59482,79732.17529,79732.17529,-1.224469224,-0.000846107,combination2.76,
1976,2011,3684.771303,-93944.82352,76165.36022,155897.5355,0.048378571,-0.000841776,combination2.76,
1977,2012,-1794.088986,-95738.9125,70574.40328,226471.9388,-0.025421242,-0.000877323,combination2.76,
1978,2013,-4182.872998,-99921.7855,65115.07401,291587.0128,-0.064238167,-0.000926578,combination2.76,
1979,2014,-8188.536877,-108110.3224,65115.07401,356702.0868,-0.125754858,-0.001000654,combination2.76,
1980,2015,-8189.069538,-116299.3919,61956.26223,418658.349,-0.132175009,-0.001069989,combination2.76,
1981,2016,-12851.66599,-129151.0579,54127.13057,472785.4796,-0.237434829,-0.001162441,combination2.76,
1982,2017,-23648.17715,-152799.2351,54127.13057,526912.6102,-0.436900625,-0.001312987,combination2.76,
1983,2018,-27789.96364,-180589.1987,54127.13057,581039.7407,-0.513420227,-0.001478301,combination2.76,
1984,2019,-210745.0394,-391334.2381,54127.13057,635166.8713,-3.893519519,-0.002591352,combination2.76,
1985,2020,-321281.4151,-712615.6532,54127.13057,689294.0019,-5.93568164,-0.004189484,combination2.76,
1986,2021,-409704.471,-1122320.124,53239.38205,742533.3839,-7.695515148,-0.006111053,combination2.76,
1987,2022,-482060.1375,-1604380.262,53239.38205,795772.766,-9.054578001,-0.008242708,combination2.76,
1988,2023,-539438.6441,-2143818.906,53239.38205,849012.148,-10.13232354,-0.010490586,combination2.76,
1989,2024,-582374.5884,-2726193.494,50479.45093,899491.5989,-11.53686456,-0.012775679,combination2.76,
1990,2025,-621451.0884,-3347644.583,50305.30495,949796.9039,-12.35358953,-0.015070464,combination2.76,
1991,2026,-652645.0211,-4000289.604,50187.76508,999984.669,-13.00406623,-0.017336866,combination2.76,
1992,2027,-666898.3007,-4667187.905,49613.6329,1049598.302,-13.44183568,-0.019513253,combination2.76,
1993,2028,-685076.301,-5352264.206,39963.7028,1089562.005,-17.14246311,-0.021611649,combination2.76,
1994,2029,-712428.0631,-6064692.269,39472.51853,1129034.523,-18.04871059,-0.023659243,combination2.76,
1995,2030,-721773.5002,-6786465.769,37896.6079,1166931.131,-19.04586031,-0.025604317,combination2.76,
1996,2010,-98245.18242,-98245.18242,76954.42839,76954.42839,-1.276667041,-0.000850299,combination2.77,
1997,2011,4049.349456,-94195.83296,73387.61332,150342.0417,0.05517756,-0.000842144,combination2.77,
1998,2012,-1451.814237,-95647.6472,67787.70745,218129.7492,-0.021417072,-0.000874227,combination2.77,
1999,2013,-3861.837198,-99509.4844,62319.42925,280449.1784,-0.06196843,-0.000920347,combination2.77,
2000,2014,-7887.612335,-107397.0967,62319.42925,342768.6077,-0.126567467,-0.00099159,combination2.77,
2001,2015,-7908.874288,-115305.971,59160.61748,401929.2251,-0.133684783,-0.001058377,combination2.77,
2002,2016,-12592.03616,-127898.0072,51331.48581,453260.7109,-0.245308235,-0.001148545,combination2.77,
2003,2017,-23408.96075,-151306.9679,51331.48581,504592.1968,-0.456035129,-0.001297053,combination2.77,
2004,2018,-27571.01954,-178877.9875,51331.48581,555923.6826,-0.537117115,-0.001460554,combination2.77,
2005,2019,-210546.2363,-389424.2238,51331.48581,607255.1684,-4.101697681,-0.002572,combination2.77,
2006,2020,-321102.6312,-710526.855,51331.48581,658586.6542,-6.255471201,-0.004168719,combination2.77,
2007,2021,-409545.5926,-1120072.448,50443.73729,709030.3915,-8.118859042,-0.00608905,combination2.77,
2008,2022,-481921.0592,-1601993.507,50443.73729,759474.1288,-9.5536351,-0.008219626,combination2.77,
2009,2023,-539319.2673,-2141312.774,50443.73729,809917.8661,-10.69150099,-0.010466573,combination2.77,
2010,2024,-582274.8214,-2723587.595,47683.80617,857601.6722,-12.21116493,-0.012750867,combination2.77,
2011,2025,-621388.6264,-3344976.222,47509.66019,905111.3324,-13.07920587,-0.01504504,combination2.77,
2012,2026,-652584.2238,-3997560.446,47392.12032,952503.4527,-13.76988874,-0.017310874,combination2.77,
2013,2027,-666856.8733,-4664417.319,46817.98814,999321.4409,-14.24360379,-0.019486792,combination2.77,
2014,2028,-685054.1747,-5349471.494,37168.05804,1036489.499,-18.4312609,-0.021584809,combination2.77,
2015,2029,-712425.1732,-6061896.667,36676.87377,1073166.373,-19.42437018,-0.023632102,combination2.77,
2016,2030,-721789.7853,-6783686.452,35100.96314,1108267.336,-20.56324729,-0.025576948,combination2.77,
2017,2010,-95159.56783,-95159.56783,78039.0308,78039.0308,-1.219384286,-0.00082481,combination2.78,
2018,2011,3570.440072,-91589.12776,74472.21573,152511.2465,0.04794325,-0.000820835,combination2.78,
2019,2012,-1928.023302,-93517.15106,68872.30986,221383.5564,-0.027994172,-0.000856869,combination2.78,
2020,2013,-4335.479863,-97852.63092,63404.03167,284787.5881,-0.068378615,-0.000906724,combination2.78,
2021,2014,-8358.814189,-106211.4451,63404.03167,348191.6197,-0.131834112,-0.000981496,combination2.78,
2022,2015,-8377.75323,-114589.1983,60245.21989,408436.8396,-0.139060879,-0.001051614,combination2.78,
2023,2016,-13058.70297,-127647.9013,52416.08822,460852.9278,-0.249135397,-0.001144924,combination2.78,
2024,2017,-23873.51963,-151521.4209,52416.08822,513269.0161,-0.455461681,-0.001296394,combination2.78,
2025,2018,-28033.56857,-179554.9895,52416.08822,565685.1043,-0.53482756,-0.001462686,combination2.78,
2026,2019,-211006.8679,-390561.8574,52416.08822,618101.1925,-4.025612652,-0.00257676,combination2.78,
2027,2020,-321561.4325,-712123.2899,52416.08822,670517.2807,-6.134785014,-0.004175952,combination2.78,
2028,2021,-411040.5072,-1123163.797,52397.28427,722914.565,-7.844691054,-0.006103607,combination2.78,
2029,2022,-482337.5209,-1605501.318,52397.28427,775311.8493,-9.205391608,-0.008236343,combination2.78,
2030,2023,-539734.199,-2145235.517,52397.28427,827709.1335,-10.30080483,-0.010485317,combination2.78,
2031,2024,-582688.3038,-2727923.821,49637.35315,877346.4867,-11.73890763,-0.012771513,combination2.78,
2032,2025,-621800.7353,-3349724.556,49463.20717,926809.6938,-12.57097489,-0.015067471,combination2.78,
2033,2026,-652995.0304,-4002719.586,49345.6673,976155.3611,-13.23307731,-0.017334977,combination2.78,
2034,2027,-667266.4444,-4669986.031,48771.53512,1024926.896,-13.68147307,-0.019512461,combination2.78,
2035,2028,-685462.5732,-5355448.604,39121.60502,1064048.501,-17.52133055,-0.021611944,combination2.78,
2036,2029,-712832.4582,-6068281.062,38630.42075,1102678.922,-18.45261958,-0.02366061,combination2.78,
2037,2030,-722196.0126,-6790477.075,37054.51012,1139733.432,-19.49009744,-0.025606739,combination2.78,
2038,2010,-109483.2521,-109483.2521,87622.17707,87622.17707,-1.249492489,-0.000948214,combination2.79,
2039,2011,19686.90153,-89796.3506,72932.87335,160555.0504,0.269931797,-0.000815108,combination2.79,
2040,2012,-17382.63377,-107178.9844,78455.45613,239010.5066,-0.221560547,-0.000971438,combination2.79,
2041,2013,11310.88114,-95868.10323,61864.68929,300875.1958,0.182832586,-0.000907942,combination2.79,
2042,2014,-23332.35843,-119200.4617,72987.17794,373862.3738,-0.319677498,-0.001087959,combination2.79,
2043,2015,6794.939414,-112405.5222,58705.87751,432568.2513,0.11574547,-0.001059014,combination2.79,
2044,2016,-27551.54013,-139957.0624,61999.23449,494567.4858,-0.444385166,-0.001244013,combination2.79,
2045,2017,-9174.801994,-149131.8644,50876.74584,545444.2316,-0.1803339,-0.001309274,combination2.79,
2046,2018,-42048.62821,-191180.4926,61999.23449,607443.4661,-0.678212055,-0.001555117,combination2.79,
2047,2019,-196207.2511,-387387.7437,50876.74584,658320.212,-3.856521243,-0.002591483,combination2.79,
2048,2020,-333953.1835,-721340.9272,61999.23449,720319.4464,-5.386408175,-0.004253733,combination2.79,
2049,2021,-394805.8494,-1116146.777,49988.99732,770308.4438,-7.897854939,-0.006105192,combination2.79,
2050,2022,-493628.6782,-1609775.455,61111.48597,831419.9297,-8.07751064,-0.008289098,combination2.79,
2051,2023,-524459.0763,-2134234.531,49988.99732,881408.9271,-10.49149021,-0.010474279,combination2.79,
2052,2024,-593139.602,-2727374.133,58351.55485,939760.4819,-10.16493226,-0.012802621,combination2.79,
2053,2025,-607311.0645,-3334685.198,47108.10194,986868.5839,-12.8918602,-0.015044912,combination2.79,
2054,2026,-662792.8441,-3997478.042,58113.05072,1044981.635,-11.40523232,-0.017347465,combination2.79,
2055,2027,-652297.3565,-4649775.398,46416.42989,1091398.064,-14.05315657,-0.019475951,combination2.79,
2056,2028,-694530.0695,-5344305.468,47888.98844,1139287.053,-14.50291794,-0.021604127,combination2.79,
2057,2029,-698203.1599,-6042508.628,36275.31552,1175562.368,-19.24733527,-0.023610585,combination2.79,
2058,2030,-730740.0116,-6773248.639,45821.89354,1221384.262,-15.94739883,-0.025580549,combination2.79,
2059,2010,-104719.2136,-104719.2136,87364.92465,87364.92465,-1.198641377,-0.000908187,combination2.80,
2060,2011,19564.79875,-85154.41486,72675.62094,160040.5456,0.269207177,-0.000775971,combination2.80,
2061,2012,-17500.22883,-102654.6437,78198.20371,238238.7493,-0.223793233,-0.000933113,combination2.80,
2062,2013,11197.53718,-91457.10651,61607.43687,299846.1862,0.181756258,-0.00087036,combination2.80,
2063,2014,-23441.68949,-114898.796,72729.92552,372576.1117,-0.322311474,-0.001051056,combination2.80,
2064,2015,6689.400063,-108209.3959,58448.6251,431024.7368,0.114449229,-0.00102273,combination2.80,
2065,2016,-27653.49326,-135862.8892,61741.98208,492766.7189,-0.447888006,-0.001208295,combination2.80,
2066,2017,-9273.359922,-145136.2491,50619.49343,543386.2123,-0.183197407,-0.001274073,combination2.80,
2067,2018,-42143.96859,-187280.2177,61741.98208,605128.1944,-0.682582048,-0.001520387,combination2.80,
2068,2019,-154886.1583,-342166.376,50619.49343,655747.6878,-3.059812491,-0.002340609,combination2.80,
2069,2020,-268123.5014,-610289.8774,61741.98208,717489.6699,-4.342644864,-0.003677458,combination2.80,
2070,2021,-308748.4095,-919038.2868,49731.74491,767221.4148,-6.208276223,-0.005127237,combination2.80,
2071,2022,-391935.5181,-1310973.805,60854.23356,828075.6483,-6.440562886,-0.006863285,combination2.80,
2072,2023,-409838.0469,-1720811.852,49731.74491,877807.3933,-8.240974606,-0.008572555,combination2.80,
2073,2024,-468312.4918,-2189124.344,58094.30243,935901.6957,-8.061246494,-0.010412648,combination2.80,
2074,2025,-473776.8793,-2662901.223,46797.66781,982699.3635,-10.1239421,-0.012163281,combination2.80,
2075,2026,-523204.1664,-3186105.389,57802.61659,1040501.98,-9.051565435,-0.013982424,combination2.80,
2076,2027,-507619.6379,-3693725.027,46105.99576,1086607.976,-11.00984003,-0.01564001,combination2.80,
2077,2028,-545721.2825,-4239446.31,47578.55431,1134186.53,-11.46990047,-0.017313318,combination2.80,
2078,2029,-545783.0727,-4785229.382,35964.88139,1170151.412,-15.17544481,-0.018882553,combination2.80,
2079,2030,-575857.4243,-5361086.807,45511.45941,1215662.871,-12.6530204,-0.020435894,combination2.80,
2080,2010,-74031.4176,-74031.4176,86032.73482,86032.73482,-0.860502898,-0.000650468,combination2.81,
2081,2011,18766.54829,-55264.86931,71343.4311,157376.1659,0.263045217,-0.000524184,combination2.81,
2082,2012,-18270.225,-73535.09432,76866.01388,234242.1798,-0.237689248,-0.000686758,combination2.81,
2083,2013,10454.209,-63080.88531,60275.24704,294517.4268,0.173441164,-0.000628978,combination2.81,
2084,2014,-24159.82266,-87240.70797,71397.73569,365915.1625,-0.338383598,-0.000814227,combination2.81,
2085,2015,5995.093438,-81245.61453,57116.43526,423031.5978,0.104962668,-0.00079007,combination2.81,
2086,2016,-28325.24537,-109570.8599,60409.79224,483441.39,-0.468884999,-0.000979452,combination2.81,
2087,2017,-9923.740552,-119494.6005,49287.3036,532728.6936,-0.201344765,-0.001048723,combination2.81,
2088,2018,-42774.07862,-162268.6791,60409.79224,593138.4859,-0.708065316,-0.001298234,combination2.81,
2089,2019,-92062.61418,-254331.2933,49287.3036,642425.7895,-1.867876866,-0.001789648,combination2.81,
2090,2020,-167163.2852,-421494.5784,60409.79224,702835.5817,-2.767155439,-0.002627273,combination2.81,
2091,2021,-177581.2997,-599075.8781,48399.55508,751235.1368,-3.669068846,-0.003464658,combination2.81,
2092,2022,-235798.8482,-834874.7263,59522.04372,810757.1805,-3.961538171,-0.004512929,combination2.81,
2093,2023,-234639.9711,-1069514.697,48399.55508,859156.7356,-4.847977853,-0.00549463,combination2.81,
2094,2024,-277694.8884,-1347209.586,56762.1126,915918.8482,-4.892257804,-0.00658901,combination2.81,
2095,2025,-270116.3834,-1617325.969,45465.47798,961384.3262,-5.941131501,-0.007589676,combination2.81,
2096,2026,-309565.4214,-1926891.391,56470.42676,1017854.753,-5.481903347,-0.008668862,combination2.81,
2097,2027,-294568.8689,-2221460.26,45347.93811,1063202.691,-6.495749998,-0.009632974,combination2.81,
2098,2028,-317694.2669,-2539154.526,46820.49665,1110023.188,-6.785367298,-0.010609237,combination2.81,
2099,2029,-312649.288,-2851803.814,35206.82374,1145230.011,-8.880360533,-0.011509692,combination2.81,
2100,2030,-338461.1141,-3190264.929,44753.40175,1189983.413,-7.562801951,-0.012424426,combination2.81,
2101,2010,-111664.1782,-111664.1782,87705.78388,87705.78388,-1.27316778,-0.000966526,combination2.82,
2102,2011,19747.10559,-91917.07258,73016.48016,160722.264,0.270447241,-0.000832967,combination2.82,
2103,2012,-17316.562,-109233.6346,78539.06294,239261.327,-0.22048343,-0.000988821,combination2.82,
2104,2013,11383.60522,-97850.02936,61948.2961,301209.6231,0.183759779,-0.000924825,combination2.82,
2105,2014,-23253.58981,-121103.6192,73070.78475,374280.4078,-0.31823375,-0.001104326,combination2.82,
2106,2015,6879.83194,-114223.7872,58789.48432,433069.8921,0.117024873,-0.00107485,combination2.82,
2107,2016,-27460.44972,-141684.237,62082.8413,495152.7334,-0.442319474,-0.001259308,combination2.82,
2108,2017,-9077.444733,-150761.6817,50960.35265,546113.0861,-0.178127589,-0.00132402,combination2.82,
2109,2018,-41944.24673,-192705.9284,62082.8413,608195.9274,-0.675617382,-0.001569303,combination2.82,
2110,2019,-196668.9984,-389374.9268,50960.35265,659156.2801,-3.859255051,-0.002608102,combination2.82,
2111,2020,-334986.5083,-724361.435,62082.8413,721239.1214,-5.395798601,-0.004275474,combination2.82,
2112,2021,-396118.9342,-1120480.369,50072.60413,771311.7255,-7.910891416,-0.006133076,combination2.82,
2113,2022,-495322.3989,-1615802.768,61195.09278,832506.8183,-8.094152265,-0.008324454,combination2.82,
2114,2023,-526337.0419,-2142139.81,50072.60413,882579.4224,-10.5114773,-0.010517445,combination2.82,
2115,2024,-595201.0764,-2737340.886,58435.16166,941014.5841,-10.18566663,-0.012853862,combination2.82,
2116,2025,-608842.5871,-3346183.473,47138.52704,988153.1111,-12.9160291,-0.015101796,combination2.82,
2117,2026,-665045.2847,-4011228.758,58143.47581,1046296.587,-11.43800358,-0.017412153,combination2.82,
2118,2027,-654739.0429,-4665967.801,46446.85498,1092743.442,-14.09652049,-0.019548588,combination2.82,
2119,2028,-697060.0563,-5363027.857,47919.41353,1140662.855,-14.54650641,-0.0216845,combination2.82,
2120,2029,-700725.3151,-6063753.172,36305.74061,1176968.596,-19.30067541,-0.023698196,combination2.82,
2121,2030,-733350.4302,-6797103.603,45852.31863,1222820.915,-15.99374802,-0.025675184,combination2.82,
