"","Year","TotalEmission","CummulativeEmission","ResultTotalGDP","CummulativeGDP","EmissionIntensity","CummulativeEmissionIntensity","ID"
"3132",2012,-151707.841532512,-681240.828682877,95346.4347198755,324808.265471876,-1.59112233171827,-0.0062231337540366,"combination2.127"
"3133",2013,124574.291502448,-556666.537180429,95824.1916607618,420632.457132161,1.30002966206558,-0.00538512727951185,"combination2.127"
"3134",2014,117049.056965381,-439617.480215048,96187.7283423543,516820.185474634,1.21688139415016,-0.00465495555352125,"combination2.127"
"3135",2015,92462.9372598249,-347154.542955223,95765.9948872626,612586.180361748,0.965509076250646,-0.00412905986598255,"combination2.127"
"3136",2016,84080.829679843,-263073.71327538,95165.3098067939,707751.490167975,0.883523942185921,-0.00368809741078047,"combination2.127"
"3137",2017,81634.1363783795,-181439.576897001,95894.2543466091,803645.744514704,0.851293301508071,-0.00329141413252876,"combination2.127"
"3138",2018,-58499.5782614946,-239939.155158496,95394.7812449336,899040.525761127,-0.613236672887717,-0.00363078440500453,"combination2.127"
"3139",2019,-67459.3434247635,-307398.498583259,99018.5601560175,998059.08591342,-0.681279785511645,-0.0039892429566154,"combination2.127"
"3140",2020,-308312.946183506,-615711.444766765,99179.205434829,1097238.29135036,-3.10864505146797,-0.0053711063032289,"combination2.127"
"3141",2021,-509041.251776271,-1124752.69654304,99179.2054355741,1196417.49678469,-5.13254012815155,-0.0074634729116676,"combination2.127"
"3142",2022,-665406.901765343,-1790159.59830838,99179.2054338753,1295596.70221472,-6.70913725164881,-0.00998799262338146,"combination2.127"
"3143",2023,-651285.707563836,-2441445.30587221,98757.4719800353,1394354.17420244,-6.5947993048617,-0.0122768513575924,"combination2.127"
"3144",2024,-874786.157521077,-3316231.46339329,95305.437993288,1489659.61219835,-9.17876435951833,-0.0151118061471416,"combination2.127"
"3145",2025,-968885.780905589,-4285117.24429888,97293.062982142,1586952.67517185,-9.95842613243071,-0.0180139747065498,"combination2.127"
"3146",2026,-923726.8063027,-5208844.05060158,95327.0857996941,1682279.76098013,-9.69007704949336,-0.0205722653356717,"combination2.127"
"3147",2027,-934314.29916694,-6143158.34976852,93089.9124468565,1775369.67341757,-10.0366868397295,-0.0229620455000392,"combination2.127"
"3148",2028,-934981.714586891,-7078140.06435541,93089.9124473333,1868459.58586788,-10.0438564180181,-0.0251700165399078,"combination2.127"
"3149",2029,-893097.06301254,-7971237.12736795,92956.8478971124,1961416.43377209,-9.60765218718527,-0.0271168153320944,"combination2.127"
"3150",2030,-895489.211798809,-8866726.33916676,92823.7833448052,2054240.21710682,-9.64719578895428,-0.0289168613973918,"combination2.127"
"3151",2010,-641740.324376889,-641740.324376889,120376.188232586,120376.188232586,-5.33112348712143,-0.00582324170474283,"combination2.128"
"3152",2011,112801.335542446,-528938.988834443,109370.691876248,229746.880108565,1.03136712045381,-0.00496962988285515,"combination2.128"
"3153",2012,-151421.454372127,-680360.443206569,95488.9593985677,325235.839507937,-1.58574829305762,-0.00621602802010363,"combination2.128"
"3154",2013,125000.6451093,-555359.79809727,95966.7163394392,421202.55584693,1.30254165066111,-0.00537502804635503,"combination2.128"
"3155",2014,117615.354288962,-437744.443808308,96330.2530210316,517532.808868051,1.22095967362697,-0.00464112138500195,"combination2.128"
"3156",2015,93169.1567645799,-344575.287043728,95908.5195659697,613441.328433871,0.971437753248756,-0.00411086751411205,"combination2.128"
"3157",2016,84926.9509533402,-259648.336090388,95307.8344854712,708749.162918806,0.89108048054839,-0.00366503060378376,"combination2.128"
"3158",2017,82620.1400557403,-177028.196034648,96036.7790253162,804785.941944122,0.860296866411573,-0.00326305310010599,"combination2.128"
"3159",2018,-57373.7105506472,-234401.906585295,95537.3059236109,900323.247869253,-0.600537245592017,-0.00359679611407693,"combination2.128"
"3160",2019,-66193.6291332729,-300595.535718568,99161.0848346949,999484.332700253,-0.667536355049162,-0.00394937203056245,"combination2.128"
"3161",2020,-306907.401891667,-607502.937610235,99321.7301135361,1098806.06281614,-3.09003278075037,-0.00532516659685323,"combination2.128"
"3162",2021,-507495.893241037,-1114998.83085127,99321.7301142514,1198127.79292893,-5.10961591846272,-0.00741133971396879,"combination2.128"
"3163",2022,-663721.74399098,-1778720.57484225,99321.7301125526,1297449.52303743,-6.68254311759211,-0.00992959545999983,"combination2.128"
"3164",2023,-649460.764813777,-2428181.33965603,98899.9966586828,1396349.51970387,-6.56684314212015,-0.0122121673643163,"combination2.128"
"3165",2024,-872822.387804832,-3301003.72746086,95447.9626719952,1491797.48237848,-9.14448421287175,-0.0150408570183511,"combination2.128"
"3166",2025,-966782.255674932,-4267785.98313579,97435.5876608491,1589233.07003069,-9.92227048540087,-0.0179368148432097,"combination2.128"
"3167",2026,-921483.537899759,-5189269.52103555,95469.6104784012,1684702.68051767,-9.65211372794103,-0.0204889800272279,"combination2.128"
"3168",2027,-931931.299325891,-6121200.82036144,93232.4371255636,1777935.1176343,-9.99578395736651,-0.0228727462990579,"combination2.128"
"3169",2028,-932458.994544022,-7053659.81490546,93232.4371259809,1871167.55476284,-10.0014439532888,-0.0250748370679632,"combination2.128"
"3170",2029,-890434.633476347,-7944094.44838181,93099.3725758195,1964266.92734528,-9.56434623392529,-0.027015907489625,"combination2.128"
"3171",2030,-892687.082950614,-8836781.53133243,92966.3080235124,2057233.23535919,-9.60226454001855,-0.0288103919513569,"combination2.128"
"3172",2010,-646338.010321295,-646338.010321295,119730.663818941,119730.663818941,-5.39826632297556,-0.00586372738646165,"combination2.129"
"3173",2011,112951.235598639,-533386.774722656,108725.167462587,228455.831281275,1.03886927226399,-0.0050083596080073,"combination2.129"
"3174",2012,-151337.885117292,-684724.659839949,94843.4349849075,323299.266267002,-1.59566010173899,-0.00625363729619366,"combination2.129"
"3175",2013,120908.285904313,-563816.373935636,94170.5139305592,417469.780197084,1.2839293411255,-0.00544108047170927,"combination2.129"
"3176",2014,117782.194809567,-446034.179126069,94534.0506121516,512003.830809355,1.24592349578668,-0.00470492161026409,"combination2.129"
"3177",2015,93352.5558577403,-352681.623268329,94112.3171570599,606116.147966266,0.99192707902355,-0.00417247287558342,"combination2.129"
"3178",2016,85127.452356752,-267554.170911577,93511.6320765615,699627.780042291,0.910340782920514,-0.00372449970352662,"combination2.129"
"3179",2017,79364.0817048494,-188190.089206727,93089.8986211717,792717.678663492,0.852553100608914,-0.00333877847608077,"combination2.129"
"3180",2018,-56948.2296817936,-245138.318888521,92590.4255194664,885308.104184389,-0.615055275556766,-0.00366902319449902,"combination2.129"
"3181",2019,-65666.4179272689,-310804.73681579,96214.2044305503,981522.308611155,-0.682502321938009,-0.00401788162876549,"combination2.129"
"3182",2020,-306277.761961021,-617082.49877681,96374.8497093618,1077897.15832281,-3.17798432770234,-0.0053897883389098,"combination2.129"
"3183",2021,-506763.155643016,-1123845.65441983,96374.8497101068,1174272.00803161,-5.25825105997412,-0.00747194709483012,"combination2.129"
"3184",2022,-662885.267859515,-1786730.92227934,96374.8497084379,1270646.85773611,-6.87819768191532,-0.00998610121380716,"combination2.129"
"3185",2023,-648519.936151043,-2435250.85843038,95953.1162545681,1366599.97399855,-6.75871677195443,-0.0122645191433448,"combination2.129"
"3186",2024,-864018.066106409,-3299268.92453679,95953.1162535548,1462553.09025478,-9.00458577940557,-0.0150650826173699,"combination2.129"
"3187",2025,-966090.88656339,-4265359.81110018,97940.7412424684,1560493.83148861,-9.86403486748864,-0.0179591158960029,"combination2.129"
"3188",2026,-920939.945287224,-5186299.75638741,95974.7640599608,1656468.59555721,-9.5956468797554,-0.020509906687604,"combination2.129"
"3189",2027,-931535.495607805,-6117835.25199521,93737.5907071233,1750206.18625498,-9.93769403054452,-0.0228927771534031,"combination2.129"
"3190",2028,-932210.991155669,-7050046.24315088,93737.5907076001,1843943.77696514,-9.94490027019744,-0.0250943861262283,"combination2.129"
"3191",2029,-890334.441032402,-7940380.68418328,93604.5261573792,1937548.3031292,-9.51166014702607,-0.0270353306412097,"combination2.129"
"3192",2030,-892734.711340792,-8833115.39552408,93471.461605072,2031019.76472473,-9.55087997995262,-0.0288299929144122,"combination2.129"
"3193",2010,-641777.147168262,-641777.147168262,120441.929007307,120441.929007307,-5.32851933257668,-0.00582362379058791,"combination2.130"
"3194",2011,112714.510859774,-529062.636308488,109436.432650954,229878.361658007,1.02995417640555,-0.0049707868411428,"combination2.130"
"3195",2012,-151652.415097902,-680715.051406389,95554.7001732737,325433.06183207,-1.58707436497528,-0.00621902802889529,"combination2.130"
"3196",2013,124542.213041617,-556172.838364772,95593.0443072915,421026.106138885,1.30283760648176,-0.00538109767161354,"combination2.130"
"3197",2014,117017.783459311,-439155.054905461,95517.1681820154,516543.27432096,1.2250968667363,-0.00465071693407126,"combination2.130"
"3198",2015,92508.708463354,-346646.346442107,95095.4347269237,611638.709047794,0.972798628335864,-0.00412414454726451,"combination2.130"
"3199",2016,84129.0508191194,-262517.295622988,94494.7496464252,706133.458693624,0.890303970685233,-0.0036825403767915,"combination2.130"
"3200",2017,81684.8039894719,-180832.491633516,95223.6941862404,801357.152879953,0.857820153770878,-0.00328524927018103,"combination2.130"
"3201",2018,-58446.4675893858,-239278.959222902,94724.2210845649,896081.373965979,-0.617017135851746,-0.0036240444642518,"combination2.130"
"3202",2019,-67403.7930365615,-306682.752259463,98347.9999956489,994429.373957872,-0.685360078898844,-0.00398195952085967,"combination2.130"
"3203",2020,-308254.959367085,-614937.711626548,98508.6452744603,1092938.01923466,-3.12921732410632,-0.00536330976915167,"combination2.130"
"3204",2021,-508980.831746191,-1123918.54337274,98508.6452752054,1191446.66450834,-5.16686459674927,-0.00745519247744952,"combination2.130"
"3205",2022,-665344.05166566,-1789262.5950384,98508.6452735066,1289955.30977821,-6.7541691373214,-0.00997925628453666,"combination2.130"
"3206",2023,-651220.430459224,-2440483.02549762,98086.9118196368,1388042.22160578,-6.63921840720905,-0.012267685909551,"combination2.130"
"3207",2024,-874719.402403478,-3315202.4279011,94634.8778329492,1482677.09944105,-9.24309749675532,-0.015102240231007,"combination2.130"
"3208",2025,-968816.604686398,-4284019.0325875,96622.5028218031,1579299.60225439,-10.0268216656853,-0.0180040325209831,"combination2.130"
"3209",2026,-923554.032071941,-5207573.06465944,95974.7640599608,1675274.36632299,-9.62288411039953,-0.0205620001213211,"combination2.130"
"3210",2027,-934232.997859668,-6141806.06251911,93737.5907071233,1769011.95702076,-9.96647119701012,-0.0229517127266758,"combination2.130"
"3211",2028,-934908.493407533,-7076714.55592664,93737.5907076001,1862749.54773045,-9.97367743666289,-0.0251596392601001,"combination2.130"
"3212",2029,-893031.943284266,-7969746.49921091,93604.5261573792,1956354.07389545,-9.54047822199103,-0.0271064135207664,"combination2.130"
"3213",2030,-895432.213592656,-8865178.71280356,93471.461605072,2049825.53549099,-9.57973907989117,-0.0289064522552105,"combination2.130"
"3214",2010,-640562.962458523,-640562.962458523,119882.388015896,119882.388015896,-5.34326161715753,-0.00581233667531435,"combination2.131"
"3215",2011,112562.987173459,-527999.975285064,108876.891659543,228759.279675156,1.03385562774369,-0.0049603220219554,"combination2.131"
"3216",2012,-151807.883083945,-679807.85836901,94995.1591818631,323754.438857853,-1.59805914734368,-0.00620936333405986,"combination2.131"
"3217",2013,124466.140104175,-555341.718264835,95472.9161227345,419227.354980111,1.30368009231192,-0.00537190303514679,"combination2.131"
"3218",2014,118084.838742604,-437256.87952223,94837.4990060925,514064.853986263,1.24512814003054,-0.00463389055828495,"combination2.131"
"3219",2015,92185.6371497121,-345071.242372518,94415.7655510008,608480.619537234,0.976379703238395,-0.0041089555237126,"combination2.131"
"3220",2016,83794.8811017573,-261276.361270761,93815.0804705024,702295.700007081,0.893192018612661,-0.00366894220899927,"combination2.131"
"3221",2017,81339.5540521462,-179936.807218615,94544.0250103176,796839.725017548,0.860335214660785,-0.00327319292699613,"combination2.131"
"3222",2018,-59393.9255165681,-239330.732735183,94544.0250104368,891383.750029325,-0.628214480079641,-0.00361669609042659,"combination2.131"
"3223",2019,-67693.8957708143,-307024.628505997,98167.8039214909,989551.55394721,-0.689573292532367,-0.00397589725410619,"combination2.131"
"3224",2020,-308555.910682902,-615580.539188899,98328.4492003322,1087880.00314975,-3.13801258122415,-0.00535848879310574,"combination2.131"
"3225",2021,-509292.630788632,-1124873.16997753,98328.4492010474,1186208.45234942,-5.17950435430244,-0.00745156697883576,"combination2.131"
"3226",2022,-665666.697888803,-1790539.86786633,98328.4491993487,1284536.90154505,-6.76982809460613,-0.00997677981417588,"combination2.131"
"3227",2023,-651553.923601516,-2442093.79146785,97906.7157455087,1382443.61729813,-6.65484403843262,-0.0122663117057618,"combination2.131"
"3228",2024,-875063.742439955,-3317157.5339078,94454.681758821,1476898.29905987,-9.26437658933973,-0.0151019215075854,"combination2.131"
"3229",2025,-969171.791798171,-4286329.32570598,96442.3067476749,1573340.60579872,-10.0492390163774,-0.0180047227220752,"combination2.131"
"3230",2026,-924021.246360473,-5210350.57206645,94476.329565227,1667816.93537235,-9.78045242245068,-0.0205636229597781,"combination2.131"
"3231",2027,-936462.96052048,-6146813.53258693,93737.5907071233,1761554.52607012,-9.99026061429715,-0.0229589918034987,"combination2.131"
"3232",2028,-935057.570948079,-7081871.10353501,93737.5907076001,1855292.11678028,-9.97526780760609,-0.0251672674770937,"combination2.131"
"3233",2029,-893181.020824812,-7975052.12435982,93604.5261573792,1948896.64294529,-9.54207085374365,-0.0271143639188249,"combination2.131"
"3234",2030,-895581.291133203,-8870633.41549302,93471.461605072,2042368.10453987,-9.58133397889015,-0.0289146997835561,"combination2.131"
"3235",2010,-663121.334690239,-663121.334690239,92973.504277721,92973.504277721,-7.13236894577438,-0.00599157448413622,"combination2.132"
"3236",2011,112109.759099236,-551011.575591004,81968.0079213828,174941.512198836,1.3677257986648,-0.00512218806235845,"combination2.132"
"3237",2012,-151141.350308672,-702152.925899675,68086.2754437029,243027.787643373,-2.21985046653995,-0.00634642269653735,"combination2.132"
"3238",2013,126255.341003422,-575897.584896253,68564.0323845744,311591.820027471,1.841422340729,-0.00547779848034313,"combination2.132"
"3239",2014,119847.338800885,-456050.246095369,68927.5690661967,380519.389093757,1.73874315349473,-0.00471165388718953,"combination2.132"
"3240",2015,96380.9339466617,-359669.312148707,68505.835611105,449025.224704742,1.40690107765123,-0.00414531881123215,"combination2.132"
"3241",2016,89120.8433386423,-270548.468810065,67905.1505305767,516930.375234723,1.31243127571763,-0.00366025569953199,"combination2.132"
"3242",2017,87798.3087246213,-182750.160085443,68634.0950704515,585564.470305204,1.27922293773231,-0.00321653749528661,"combination2.132"
"3243",2018,-51209.2517212741,-233959.411806718,68134.6219687462,653699.092275381,-0.75158928370901,-0.0035065923318659,"combination2.132"
"3244",2019,-59041.0071168914,-293000.418923609,71758.4008798301,725457.493151665,-0.82277484438044,-0.00381404037457711,"combination2.132"
"3245",2020,-298764.864470594,-591765.283394203,71919.0461586714,797376.539312601,-4.15418279896877,-0.00514371994788254,"combination2.132"
"3246",2021,-498361.806296982,-1090127.08969118,71919.0461594164,869295.585470438,-6.92948297996484,-0.0071831923146477,"combination2.132"
"3247",2022,-653594.580017544,-1743721.66970873,71919.0461576879,941214.631624222,-9.08792058482657,-0.00965451549716212,"combination2.132"
"3248",2023,-638339.097523283,-2382060.76723201,71497.3127038479,1012711.94433594,-8.92815510657548,-0.0118902332205544,"combination2.132"
"3249",2024,-860704.881597318,-3242765.64882933,68045.2787171602,1080757.22305584,-12.6490022206384,-0.0146724170130421,"combination2.132"
"3250",2025,-953667.650269866,-4196433.2990992,70032.9037060142,1150790.12675333,-13.6174226656829,-0.0175224502886839,"combination2.132"
"3251",2026,-907370.656258218,-5103803.95535741,68066.9265235662,1218857.05328512,-13.330565997336,-0.0200294715064122,"combination2.132"
"3252",2027,-916819.039623871,-6020622.99498129,65829.7531706691,1284686.80644655,-13.9271225466537,-0.0223690429392049,"combination2.132"
"3253",2028,-916346.309964664,-6936969.30494595,65829.7531711459,1350516.55962086,-13.9199414523449,-0.0245280286159035,"combination2.132"
"3254",2029,-873320.554106854,-7810289.8590528,65696.6886209846,1416213.2482481,-13.2932202891563,-0.0264271991251563,"combination2.132"
"3255",2030,-874570.683217041,-8684860.54226984,65563.6240686178,1481776.87230682,-13.3392669432326,-0.0281810815397565,"combination2.132"
"3256",2010,-640669.35621736,-640669.35621736,120192.960388422,120192.960388422,-5.33034009768075,-0.00581353900143847,"combination2.133"
"3257",2011,112631.646498976,-528037.709718384,109187.464032069,229380.424420208,1.03154375364827,-0.00496119657145624,"combination2.133"
"3258",2012,-151739.011040458,-679776.720758842,95305.731554389,324686.155975401,-1.59212891570812,-0.0062099291711431,"combination2.133"
"3259",2013,124535.212308714,-555241.508450128,95783.4884952903,420469.644470274,1.30017411419336,-0.00537217838041554,"combination2.133"
"3260",2014,117002.037547549,-438239.470902579,96147.0251768827,516616.669647217,1.21690751567507,-0.00464229867315746,"combination2.133"
"3261",2015,92407.9489174094,-345831.52198517,95725.291721791,612341.961368918,0.965345179474376,-0.00411672515672934,"combination2.133"
"3262",2016,84017.8454184886,-261813.676566681,95124.6066412926,707466.568009615,0.883239872258429,-0.00367610941308394,"combination2.133"
"3263",2017,81563.1307804305,-180250.54578625,95853.5511811376,803320.119190693,0.850914022228535,-0.00327979231265496,"combination2.133"
"3264",2018,-58578.6291436255,-238829.174929876,95354.0780794621,898674.197271824,-0.614327465835386,-0.00361954366020334,"combination2.133"
"3265",2019,-67546.4621772692,-306375.637107145,98977.8569905162,997652.054258585,-0.682440135915867,-0.00397839408829315,"combination2.133"
"3266",2020,-308408.154126074,-614783.791233219,99138.5022693574,1096790.55653024,-3.11088171665268,-0.00536065645877182,"combination2.133"
"3267",2021,-509144.569047339,-1123928.36028056,99138.5022701025,1195929.05879879,-5.13568953926878,-0.00745342599571397,"combination2.133"
"3268",2022,-665518.347402055,-1789446.70768261,99138.502268374,1295067.56106329,-6.71301595418959,-0.00997834967946676,"combination2.133"
"3269",2023,-651405.29957452,-2440852.00725713,98716.7688145041,1393784.32988596,-6.59872995639229,-0.0122676109211721,"combination2.133"
"3270",2024,-874914.858955201,-3315766.86621233,95264.7348278165,1489049.06471634,-9.18403709973623,-0.0151029676082266,"combination2.133"
"3271",2025,-969022.661919743,-4284789.52813208,97252.3598166704,1586301.42452431,-9.96400152907795,-0.0180055323068287,"combination2.133"
"3272",2026,-923871.882205162,-5208661.41033724,95286.3826342225,1681587.80716705,-9.69573885233576,-0.0205642117227109,"combination2.133"
"3273",2027,-934467.58448717,-6143128.99482441,93049.2092813253,1774637.01643896,-10.0427246153366,-0.0229543719763545,"combination2.133"
"3274",2028,-935143.223113447,-7078272.21793786,93049.2092818022,1867686.22572327,-10.0499857046752,-0.0251627132893255,"combination2.133"
"3275",2029,-893266.807843164,-7971539.02578102,92916.1447316408,1960602.37046242,-9.61368780875579,-0.027109871624712,"combination2.133"
"3276",2030,-895667.205372721,-8867206.23115374,92783.0801793337,2053385.4506321,-9.65334631747028,-0.0289102657743656,"combination2.133"
"3277",2010,-638132.557847837,-638132.557847837,117590.979789868,117590.979789868,-5.42671350292483,-0.00578878885724513,"combination2.134"
"3278",2011,112331.33889588,-525801.218951957,106585.48343353,224176.46322313,1.05390842427368,-0.00493690260964616,"combination2.134"
"3279",2012,-152041.454813654,-677842.673765611,92703.7509558499,316880.214179814,-1.64007878048067,-0.00618608759516598,"combination2.134"
"3280",2013,124230.783343142,-553611.890422469,93181.5078967214,410061.722076058,1.33321284605991,-0.00534878291077406,"combination2.134"
"3281",2014,116695.762042524,-436916.128379945,93545.0445783436,503606.766654491,1.2474820293104,-0.00461934096620498,"combination2.134"
"3282",2015,92099.9543229658,-344816.174056979,93123.3111232519,596730.077777624,0.989010734391396,-0.00409419517050202,"combination2.134"
"3283",2016,83708.2489932794,-261107.925063699,92522.6260427535,689252.703819752,0.904732740233713,-0.00365399572687564,"combination2.134"
"3284",2017,81252.0405116025,-179855.884552097,93251.5705825984,782504.27440238,0.871320879680335,-0.00325808240606318,"combination2.134"
"3285",2018,-58891.1137167141,-238746.998268811,92752.0974809229,875256.371884823,-0.634930263747692,-0.00359822415666589,"combination2.134"
"3286",2019,-67860.2492047399,-306607.247473551,96375.8763919771,971632.248273134,-0.704120696435908,-0.00395745096733513,"combination2.134"
"3287",2020,-308723.158772402,-615330.406245952,96536.5216708183,1068168.7699461,-3.19799339596181,-0.00534007524074709,"combination2.134"
"3288",2021,-509460.712881941,-1124791.11912789,96536.5216715634,1164705.29161644,-5.27738832993412,-0.00743319190226388,"combination2.134"
"3289",2022,-665835.557833739,-1790626.67696163,96536.5216698349,1261241.81328249,-6.89723999079817,-0.00995844777244059,"combination2.134"
"3290",2023,-651723.509352535,-2442350.18631417,96114.7882159948,1357356.60150623,-6.78067882632112,-0.012248026222522,"combination2.134"
"3291",2024,-875234.005712267,-3317584.19202643,92662.7542293072,1450019.35573816,-9.44537007335629,-0.0150836852029932,"combination2.134"
"3292",2025,-969342.687750969,-4286926.8797774,94650.3792181611,1544669.73494768,-10.2412974544636,-0.0179865374310866,"combination2.134"
"3293",2026,-924192.733302757,-5211119.61308016,92684.4020356536,1637354.13699198,-9.97139446340972,-0.020545489838186,"combination2.134"
"3294",2027,-934789.210792195,-6145908.82387236,90447.228682816,1727801.36566544,-10.3351890865595,-0.0229359088331333,"combination2.134"
"3295",2028,-935465.578006729,-7081374.40187909,90447.2286832929,1818248.59435081,-10.3426671178873,-0.0251444949779893,"combination2.134"
"3296",2029,-893589.847862907,-7974964.24974199,90314.1641330719,1908562.75849152,-9.89423814570505,-0.02709188461906,"combination2.134"
"3297",2030,-895990.889965922,-8870955.13970791,90181.0995807648,1998743.85806274,-9.9354620217675,-0.0288924969657927,"combination2.134"
"3298",2010,-636882.368314452,-636882.368314452,117257.554048508,117257.554048508,-5.43148263224883,-0.00577736536208212,"combination2.135"
"3299",2011,112353.259782178,-524529.108532274,106252.057692155,223509.611740381,1.05742196643099,-0.00492503445878298,"combination2.135"
"3300",2012,-152019.59479654,-676548.703328814,92370.3252144754,315879.93695569,-1.64576225582799,-0.00617380629982645,"combination2.135"
"3301",2013,124252.584549075,-552296.118779739,92848.0821553469,408728.01911056,1.33823533738892,-0.00533611806913092,"combination2.135"
"3302",2014,116717.506205915,-435578.612573825,93211.6188369691,501939.637947679,1.25217765405467,-0.00460632034995767,"combination2.135"
"3303",2015,92121.6429573409,-343456.969616484,92789.8853818774,594729.523329377,0.992798326867348,-0.00408084480994375,"combination2.135"
"3304",2016,83729.8833827712,-259727.086233713,92189.200301379,686918.72363019,0.908239610594808,-0.0036403399943451,"combination2.135"
"3305",2017,81273.6217392925,-178453.46449442,92918.1448411942,779836.868471384,0.874679771945477,-0.00324414409760609,"combination2.135"
"3306",2018,-58869.5847452432,-237323.049239663,92418.6717395484,872255.540212393,-0.636987998606469,-0.00358402457179197,"combination2.135"
"3307",2019,-62713.2888572328,-300036.338096896,92418.6717398167,964674.211948633,-0.678578123626225,-0.00391741824945768,"combination2.135"
"3308",2020,-309080.242182683,-609116.580279579,92579.3170186281,1057253.52896953,-3.3385452835053,-0.00530006139745343,"combination2.135"
"3309",2021,-509819.25928184,-1118935.83956142,92579.3170193732,1149832.84598732,-5.50683754963493,-0.0073932119597544,"combination2.135"
"3310",2022,-666195.479514167,-1785131.31907559,92579.3170176744,1242412.16300106,-7.19594290576784,-0.00991851425442114,"combination2.135"
"3311",2023,-652084.72527298,-2437216.04434857,92157.5835638046,1334569.74657297,-7.07575763226814,-0.0122081494277135,"combination2.135"
"3312",2024,-875596.440917771,-3312812.48526634,88705.549577117,1423275.29615259,-9.87081918878777,-0.0150438734575944,"combination2.135"
"3313",2025,-969706.272842627,-4282518.75810896,90693.1745659709,1513968.4707098,-10.6921637431189,-0.017946797318326,"combination2.135"
"3314",2026,-924557.403962672,-5207076.16207164,88727.197383523,1602695.66810226,-10.4202254914722,-0.020505826406898,"combination2.135"
"3315",2027,-935154.907344166,-6142231.0694158,86490.0240306258,1689185.69212341,-10.8122863627952,-0.0228963257870329,"combination2.135"
"3316",2028,-935832.245029368,-7078063.31444517,86490.0240311027,1775675.71615696,-10.8201177593942,-0.0251049948472317,"combination2.135"
"3317",2029,-893957.433835268,-7972020.74828044,86356.9594809413,1862032.67564487,-10.3518863935056,-0.0270524689154663,"combination2.135"
"3318",2030,-896359.346928172,-8868380.09520861,86223.8949286342,1948256.57056427,-10.3957185843909,-0.0288531663229878,"combination2.135"
"3319",2010,-676958.919077469,-676958.919077469,107989.142288238,107989.142288238,-6.26876836627309,-0.00612726313800201,"combination2.136"
"3320",2011,113288.018125929,-563670.90095154,96983.6459318995,204972.788219869,1.16811465518092,-0.00525986268003606,"combination2.136"
"3321",2012,-151164.97136765,-714835.87231919,83101.9134542197,288074.701674879,-1.81903117611035,-0.00649523165737242,"combination2.136"
"3322",2013,125030.543926978,-589805.328392211,83579.6703951061,371654.372069538,1.4959444484038,-0.00564563654178662,"combination2.136"
"3323",2014,117422.107076084,-472383.221316127,83943.2070766985,455597.579146385,1.39882798341021,-0.00490527343122532,"combination2.136"
"3324",2015,92756.0348018613,-379627.186514266,83521.4736216366,539119.052767873,1.11056511313556,-0.00437043429630213,"combination2.136"
"3325",2016,84297.0682504494,-295330.118263816,82920.7885411084,622039.841308355,1.01659752317308,-0.00392164145657437,"combination2.136"
"3326",2017,81776.4622873832,-213553.655976433,83649.7330809534,705689.574389458,0.977605776795996,-0.00351811914633826,"combination2.136"
"3327",2018,-58428.3577430807,-271982.013719514,83150.2599792778,788839.834370136,-0.70268400552977,-0.00385153201902022,"combination2.136"
"3328",2019,-67456.5523853675,-339438.566104881,86774.038890332,875613.873256683,-0.777381729005623,-0.00420481599653699,"combination2.136"
"3329",2020,-308376.032911044,-647814.599015925,86934.6841691732,962548.557428122,-3.54721519791744,-0.00558219871575827,"combination2.136"
"3330",2021,-509167.782076977,-1156982.3810929,86934.6841699183,1049483.2415967,-5.85690034925281,-0.00767069878798887,"combination2.136"
"3331",2022,-665594.552709375,-1822576.93380228,86934.6841682196,1136417.92576122,-7.65626008856766,-0.0101918943942101,"combination2.136"
"3332",2023,-651532.261648472,-2474109.19545075,86512.9507143497,1222930.87648344,-7.53103733335504,-0.0124779072293866,"combination2.136"
"3333",2024,-875090.44321363,-3349199.63866438,83060.9167276621,1305991.79321337,-10.5355259451669,-0.0153104398805899,"combination2.136"
"3334",2025,-969244.829499841,-4318444.46816422,85048.541716516,1391040.33492136,-11.3963721180609,-0.0182105554198342,"combination2.136"
"3335",2026,-924138.685120661,-5242583.15328488,83082.5645340681,1474122.89946413,-11.1231362476987,-0.0207671163082692,"combination2.136"
"3336",2027,-934777.161054738,-6177360.31433962,80845.3911811709,1554968.29063606,-11.562528765059,-0.0231554491634687,"combination2.136"
"3337",2028,-935493.793655455,-7112854.10799507,80845.3911816478,1635813.68181992,-11.5713930006664,-0.0253622189826115,"combination2.136"
"3338",2029,-893656.670664899,-8006510.77865997,80712.3266314864,1716526.00845909,-11.0721212974708,-0.0273080303609383,"combination2.136"
"3339",2030,-896094.732958645,-8902605.51161862,80579.2620791197,1797105.27052784,-11.120661940026,-0.0291072741947513,"combination2.136"
"3340",2010,-594154.840394646,-594154.840394646,120039.062485233,120039.062485233,-4.94967911356137,-0.00539849852800899,"combination2.137"
"3341",2011,112753.816595286,-481401.02379936,109033.566128895,229072.628613859,1.03412023103045,-0.00454501753046546,"combination2.137"
"3342",2012,-151617.889122656,-633018.912922015,95151.8336511999,324224.462265849,-1.59343108067097,-0.00579269646541647,"combination2.137"
"3343",2013,124655.246614544,-508363.666307472,95629.5905921161,419854.052857578,1.30352170120888,-0.00495397164543182,"combination2.137"
"3344",2014,117120.954540079,-391242.711767392,95993.1272737086,515847.180131316,1.2200972909876,-0.00422319244581437,"combination2.137"
